Character,Transcription,Fanqie,Sixtuple,Reference
儓,doj,徒哀,蟹開一平咍定,386
儓,thojH,他代,蟹開一去咍透,2530
檯,doj,徒哀,蟹開一平咍定,386
駘,doj,徒哀,蟹開一平咍定,386
駘,dojX,徒亥,蟹開一上咍定,1448
籉,doj,徒哀,蟹開一平咍定,386
跆,doj,徒哀,蟹開一平咍定,386
䈚,doj,徒哀,蟹開一平咍定,386
䈚,siX,胥里,止開三上之心,1296
䈚,dojX,徒亥,蟹開一上咍定,1448
𪒴,doj,徒哀,蟹開一平咍定,386
𪒴,toj,丁來,蟹開一平咍端,398
𪒴,tsyhoj,昌來,蟹開一平咍昌,399
𩿡,doj,徒哀,蟹開一平咍定,386
該,koj,古哀,蟹開一平咍見,387
豥,koj,古哀,蟹開一平咍見,387
豥,hoj,戸來,蟹開一平咍匣,394
垓,koj,古哀,蟹開一平咍見,387
郂,koj,古哀,蟹開一平咍見,387
㱯,koj,古哀,蟹開一平咍見,387
㱯,ngoj,五來,蟹開一平咍疑,396
剴,koj,古哀,蟹開一平咍見,387
剴,ngoj,五來,蟹開一平咍疑,396
陔,koj,古哀,蟹開一平咍見,387
姟,koj,古哀,蟹開一平咍見,387
絯,koj,古哀,蟹開一平咍見,387
絯,heajX,侯楷,蟹開二上皆匣,1424
晐,koj,古哀,蟹開一平咍見,387
峐,koj,古哀,蟹開一平咍見,387
祴,koj,古哀,蟹開一平咍見,387
賅,koj,古哀,蟹開一平咍見,387
㨟,koj,古哀,蟹開一平咍見,387
㨟,hoj,戸來,蟹開一平咍匣,394
胲,koj,古哀,蟹開一平咍見,387
䬵,koj,古哀,蟹開一平咍見,387
䬵,'aejH,於犗,蟹開二去夬影,2498
䶣,koj,古哀,蟹開一平咍見,387
裁,dzoj,昨哉,蟹開一平咍從,388
裁,dzojH,昨代,蟹開一去咍從,2540
纔,dzoj,昨哉,蟹開一平咍從,388
纔,sraem,所銜,咸開二平銜生,1147
纔,dzojH,昨代,蟹開一去咍從,2540
財,dzoj,昨哉,蟹開一平咍從,388
才,dzoj,昨哉,蟹開一平咍從,388
材,dzoj,昨哉,蟹開一平咍從,388
䴭,dzoj,昨哉,蟹開一平咍從,388
𦬁,dzoj,昨哉,蟹開一平咍從,388
溨,dzoj,昨哉,蟹開一平咍從,388
來,loj,洛哀,蟹開一平咍來,389
萊,loj,洛哀,蟹開一平咍來,389
萊,lojH,落代,蟹開一去咍來,2538
郲,loj,洛哀,蟹開一平咍來,389
郲,lwojX,落猥,蟹合一上灰來,1430
騋,loj,洛哀,蟹開一平咍來,389
崍,loj,洛哀,蟹開一平咍來,389
𤦃,loj,洛哀,蟹開一平咍來,389
𧳟,loj,洛哀,蟹開一平咍來,389
猍,loj,洛哀,蟹開一平咍來,389
淶,loj,洛哀,蟹開一平咍來,389
鯠,loj,洛哀,蟹開一平咍來,389
鶆,loj,洛哀,蟹開一平咍來,389
䅘,loj,洛哀,蟹開一平咍來,389
䋱,loj,洛哀,蟹開一平咍來,389
庲,loj,洛哀,蟹開一平咍來,389
㾢,loj,洛哀,蟹開一平咍來,389
㾢,lojH,落代,蟹開一去咍來,2538
棶,loj,洛哀,蟹開一平咍來,389
逨,loj,洛哀,蟹開一平咍來,389
逨,lojH,落代,蟹開一去咍來,2538
𪎂,loj,洛哀,蟹開一平咍來,389
麳,loj,洛哀,蟹開一平咍來,389
𤲓,loj,洛哀,蟹開一平咍來,389
𪑚,loj,洛哀,蟹開一平咍來,389
徠,loj,洛哀,蟹開一平咍來,389
徠,lojH,落代,蟹開一去咍來,2538
哉,tsoj,祖才,蟹開一平咍精,390
烖,tsoj,祖才,蟹開一平咍精,390
灾,tsoj,祖才,蟹開一平咍精,390
災,tsoj,祖才,蟹開一平咍精,390
𤆎,tsoj,祖才,蟹開一平咍精,390
栽,tsoj,祖才,蟹開一平咍精,390
栽,dzojH,昨代,蟹開一去咍從,2540
𡿦,tsoj,祖才,蟹開一平咍精,390
𢦔,tsoj,祖才,蟹開一平咍精,390
,tsoj,祖才,蟹開一平咍精,390
𦳦,tsoj,祖才,蟹開一平咍精,390
渽,tsoj,祖才,蟹開一平咍精,390
睵,tsoj,祖才,蟹開一平咍精,390
睵,tshoj,倉才,蟹開一平咍清,391
猜,tshoj,倉才,蟹開一平咍清,391
㯁,boj,扶來,蟹開一平咍並,392
胎,thoj,土來,蟹開一平咍透,393
孡,thoj,土來,蟹開一平咍透,393
𩬠,thoj,土來,蟹開一平咍透,393
𧉟,thoj,土來,蟹開一平咍透,393
鮐,thoj,土來,蟹開一平咍透,393
邰,thoj,土來,蟹開一平咍透,393
孩,hoj,戸來,蟹開一平咍匣,394
咳,hoj,戸來,蟹開一平咍匣,394
咳,khaek,苦格,梗開二入庚溪,3608
頦,hoj,戸來,蟹開一平咍匣,394
頦,kojX,古亥,蟹開一上咍見,1450
䱺,hoj,戸來,蟹開一平咍匣,394
𧻲,hoj,戸來,蟹開一平咍匣,394
䠽,hoj,戸來,蟹開一平咍匣,394
鰓,soj,蘇來,蟹開一平咍心,395
揌,soj,蘇來,蟹開一平咍心,395
顋,soj,蘇來,蟹開一平咍心,395
腮,soj,蘇來,蟹開一平咍心,395
䚡,soj,蘇來,蟹開一平咍心,395
愢,soj,蘇來,蟹開一平咍心,395
𪃄,soj,蘇來,蟹開一平咍心,395
毢,soj,蘇來,蟹開一平咍心,395
皚,ngoj,五來,蟹開一平咍疑,396
嵦,ngoj,五來,蟹開一平咍疑,396
敳,ngoj,五來,蟹開一平咍疑,396
𨻭,ngoj,五來,蟹開一平咍疑,396
獃,ngoj,五來,蟹開一平咍疑,396
獃,toj,丁來,蟹開一平咍端,398
呆,ngoj,五來,蟹開一平咍疑,396
呆,toj,丁來,蟹開一平咍端,398
能,noj,奴來,蟹開一平咍泥,397
能,nong,奴登,曾開一平登泥,980
能,nongX,奴等,曾開一上登泥,1926
能,nojH,奴代,蟹開一去咍泥,2536
㾍,noj,奴來,蟹開一平咍泥,397
懛,toj,丁來,蟹開一平咍端,398
𡜊,phoj,普才,蟹開一平咍滂,400
𡜊,pjuwX,方久,流開三上尤幫,1938
眞,tsyin,側鄰,臻開三平眞章,401
真,tsyin,側鄰,臻開三平眞章,401
甄,tsyin,側鄰,臻開三平眞章,401
甄,kjien,居延,山開三平仙見,605
振,tsyin,側鄰,臻開三平眞章,401
振,tsyinH,章刃,臻開三去眞章,2549
禛,tsyin,側鄰,臻開三平眞章,401
稹,tsyin,側鄰,臻開三平眞章,401
稹,tsyinX,章忍,臻開三上眞章,1466
磌,tsyin,側鄰,臻開三平眞章,401
磌,den,徒年,山開四平先定,584
畛,tsyin,側鄰,臻開三平眞章,401
畛,tsyinX,章忍,臻開三上眞章,1466
籈,tsyin,側鄰,臻開三平眞章,401
籈,kjien,居延,山開三平仙見,605
侲,tsyin,側鄰,臻開三平眞章,401
侲,tsyinH,章刃,臻開三去眞章,2549
桭,tsyin,側鄰,臻開三平眞章,401
桭,dzyin,植鄰,臻開三平眞常,405
蒖,tsyin,側鄰,臻開三平眞章,401
唇,tsyin,側鄰,臻開三平眞章,401
㖘,tsyin,側鄰,臻開三平眞章,401
帪,tsyin,側鄰,臻開三平眞章,401
薽,tsyin,側鄰,臻開三平眞章,401
薽,kjien,居延,山開三平仙見,605
㲀,tsyin,側鄰,臻開三平眞章,401
㲀,dzrin,士臻,臻開三平臻崇,454
𤣆,trhin,丑人,臻開三平眞徹,402
𤣆,drean,直閑,山開二平山澄,572
胂,trhin,丑人,臻開三平眞徹,402
胂,syin,失人,臻開三平眞書,410
縝,trhin,丑人,臻開三平眞徹,402
縝,tsyhin,昌眞,臻開三平眞昌,417
縝,tsyinX,章忍,臻開三上眞章,1466
因,'jin,於眞,臻開三平眞影,403
茵,'jin,於眞,臻開三平眞影,403
禋,'jin,於眞,臻開三平眞影,403
駰,'jin,於眞,臻開三平眞影,403
駰,'in,於巾,臻開三平眞影,430
湮,'jin,於眞,臻開三平眞影,403
湮,'en,烏前,山開四平先影,582
烟,'jin,於眞,臻開三平眞影,403
烟,'en,烏前,山開四平先影,582
氤,'jin,於眞,臻開三平眞影,403
垔,'jin,於眞,臻開三平眞影,403
陻,'jin,於眞,臻開三平眞影,403
堙,'jin,於眞,臻開三平眞影,403
洇,'jin,於眞,臻開三平眞影,403
姻,'jin,於眞,臻開三平眞影,403
新,sin,息鄰,臻開三平眞心,404
辛,sin,息鄰,臻開三平眞心,404
薪,sin,息鄰,臻開三平眞心,404
辰,dzyin,植鄰,臻開三平眞常,405
晨,dzyin,植鄰,臻開三平眞常,405
晨,zyin,食鄰,臻開三平眞船,407
䢅,dzyin,植鄰,臻開三平眞常,405
敐,dzyin,植鄰,臻開三平眞常,405
敐,tsyinX,章忍,臻開三上眞章,1466
宸,dzyin,植鄰,臻開三平眞常,405
鷐,dzyin,植鄰,臻開三平眞常,405
麎,dzyin,植鄰,臻開三平眞常,405
茞,dzyin,植鄰,臻開三平眞常,405
屒,dzyin,植鄰,臻開三平眞常,405
屒,tsyinX,珍忍,臻開三上眞章,1498
臣,dzyin,植鄰,臻開三平眞常,405
䢻,dzyin,植鄰,臻開三平眞常,405
䢻,tsyinH,章刃,臻開三去眞章,2549
䣅,dzyin,植鄰,臻開三平眞常,405
仁,nyin,如鄰,臻開三平眞日,406
人,nyin,如鄰,臻開三平眞日,406
朲,nyin,如鄰,臻開三平眞日,406
儿,nyin,如鄰,臻開三平眞日,406
神,zyin,食鄰,臻開三平眞船,407
親,tshin,七人,臻開三平眞清,408
親,tshinH,七遴,臻開三去眞清,2569
寴,tshin,七人,臻開三平眞清,408
寴,tshinH,七遴,臻開三去眞清,2569
𡪔,tshin,七人,臻開三平眞清,408
礥,hjwin,下珍,臻開三平眞云,409
礥,hen,胡田,山開四平先匣,581
𧥺,hjwin,下珍,臻開三平眞云,409
𧥺,kwinH,九峻,臻合三去諄見,2571
㘋,hjwin,下珍,臻開三平眞云,409
㘋,hen,胡田,山開四平先匣,581
身,syin,失人,臻開三平眞書,410
申,syin,失人,臻開三平眞書,410
伸,syin,失人,臻開三平眞書,410
紳,syin,失人,臻開三平眞書,410
娠,syin,失人,臻開三平眞書,410
娠,tsyinH,章刃,臻開三去眞章,2549
呻,syin,失人,臻開三平眞書,410
𣢘,syin,失人,臻開三平眞書,410
𠲳,syin,失人,臻開三平眞書,410
眒,syin,失人,臻開三平眞書,410
眒,syinH,試刃,臻開三去眞書,2557
㑗,syin,失人,臻開三平眞書,410
𩉼,syin,失人,臻開三平眞書,410
𣇗,syin,失人,臻開三平眞書,410
柛,syin,失人,臻開三平眞書,410
䰠,syin,失人,臻開三平眞書,410
訷,syin,失人,臻開三平眞書,410
賓,pjin,必鄰,臻開三平眞幫,411
賔,pjin,必鄰,臻開三平眞幫,411
𡪛,pjin,必鄰,臻開三平眞幫,411
濱,pjin,必鄰,臻開三平眞幫,411
瀕,pjin,必鄰,臻開三平眞幫,411
檳,pjin,必鄰,臻開三平眞幫,411
䚔,pjin,必鄰,臻開三平眞幫,411
䚔,pjinH,必刃,臻開三去眞幫,2554
䚔,phjinH,撫刃,臻開三去眞滂,2568
顮,pjin,必鄰,臻開三平眞幫,411
儐,pjin,必鄰,臻開三平眞幫,411
儐,pjinH,必刃,臻開三去眞幫,2554
鑌,pjin,必鄰,臻開三平眞幫,411
矉,pjin,必鄰,臻開三平眞幫,411
𩴱,pjin,必鄰,臻開三平眞幫,411
𩴱,phjin,匹賓,臻開三平眞滂,421
𩴱,bjin,符眞,臻開三平眞並,422
㷠,lin,力珍,臻開三平眞來,412
粦,lin,力珍,臻開三平眞來,412
粦,linH,良刃,臻開三去眞來,2553
燐,lin,力珍,臻開三平眞來,412
燐,linH,良刃,臻開三去眞來,2553
鄰,lin,力珍,臻開三平眞來,412
轔,lin,力珍,臻開三平眞來,412
轔,linH,良刃,臻開三去眞來,2553
嶙,lin,力珍,臻開三平眞來,412
嶙,linX,良忍,臻開三上眞來,1471
粼,lin,力珍,臻開三平眞來,412
磷,lin,力珍,臻開三平眞來,412
磷,linH,良刃,臻開三去眞來,2553
疄,lin,力珍,臻開三平眞來,412
疄,linH,良刃,臻開三去眞來,2553
麟,lin,力珍,臻開三平眞來,412
麐,lin,力珍,臻開三平眞來,412
麐,linH,良刃,臻開三去眞來,2553
鱗,lin,力珍,臻開三平眞來,412
璘,lin,力珍,臻開三平眞來,412
駗,lin,力珍,臻開三平眞來,412
駗,tsyinX,章忍,臻開三上眞章,1466
翷,lin,力珍,臻開三平眞來,412
𧲂,lin,力珍,臻開三平眞來,412
瞵,lin,力珍,臻開三平眞來,412
瞵,linH,良刃,臻開三去眞來,2553
獜,lin,力珍,臻開三平眞來,412
獜,leng,郎丁,梗開四平青來,939
驎,lin,力珍,臻開三平眞來,412
壣,lin,力珍,臻開三平眞來,412
𩻜,lin,力珍,臻開三平眞來,412
鏻,lin,力珍,臻開三平眞來,412
鏻,leng,郎丁,梗開四平青來,939
鏻,linH,良刃,臻開三去眞來,2553
繗,lin,力珍,臻開三平眞來,412
潾,lin,力珍,臻開三平眞來,412
潾,lean,力閑,山開二平山來,564
𥎊,gin,巨巾,臻開三平眞群,413
𥎊,gjɨn,巨斤,臻開三平欣群,466
堇,gin,巨巾,臻開三平眞群,413
堇,kjɨnX,居隱,臻開三上欣見,1508
墐,gin,巨巾,臻開三平眞群,413
墐,ginH,渠遴,臻開三去眞群,2564
㨷,gin,巨巾,臻開三平眞群,413
㨷,kjɨnH,居焮,臻開三去欣見,2589
魿,gin,巨巾,臻開三平眞群,413
魿,leng,郎丁,梗開四平青來,939
珍,trin,陟鄰,臻開三平眞知,414
鎭,trin,陟鄰,臻開三平眞知,414
鎭,trinH,陟刃,臻開三去眞知,2563
塡,trin,陟鄰,臻開三平眞知,414
塡,den,徒年,山開四平先定,584
塡,trinH,陟刃,臻開三去眞知,2563
塡,denH,堂練,山開四去先定,2697
陳,drin,直珍,臻開三平眞澄,415
陳,drinH,直刃,臻開三去眞澄,2555
趁,drin,直珍,臻開三平眞澄,415
趁,nrjenX,尼展,山開三上仙娘,1624
趁,trhinH,丑刃,臻開三去眞徹,2567
塵,drin,直珍,臻開三平眞澄,415
敶,drin,直珍,臻開三平眞澄,415
敶,drinH,直刃,臻開三去眞澄,2555
津,tsin,將鄰,臻開三平眞精,416
𦩨,tsin,將鄰,臻開三平眞精,416
璡,tsin,將鄰,臻開三平眞精,416
璡,tsinH,即刃,臻開三去眞精,2561
濜,tsin,將鄰,臻開三平眞精,416
濜,dzinX,慈忍,臻開三上眞從,1474
濜,dzrinX,鉏紖,臻開三上眞崇,1497
濜,zinH,徐刃,臻開三去眞邪,2559
𦘔,tsin,將鄰,臻開三平眞精,416
瞋,tsyhin,昌眞,臻開三平眞昌,417
嗔,tsyhin,昌眞,臻開三平眞昌,417
嗔,den,徒年,山開四平先定,584
謓,tsyhin,昌眞,臻開三平眞昌,417
𣞟,tsyhin,昌眞,臻開三平眞昌,417
𣞟,tsyinX,章忍,臻開三上眞章,1466
䐜,tsyhin,昌眞,臻開三平眞昌,417
秦,dzin,匠鄰,臻開三平眞從,418
螓,dzin,匠鄰,臻開三平眞從,418
𤚩,dzin,匠鄰,臻開三平眞從,418
夤,yin,翼眞,臻開三平眞以,419
𦟘,yin,翼眞,臻開三平眞以,419
螾,yin,翼眞,臻開三平眞以,419
螾,yinX,余忍,臻開三上眞以,1480
𡐔,yin,翼眞,臻開三平眞以,419
紉,nrin,女鄰,臻開三平眞娘,420
繽,phjin,匹賓,臻開三平眞滂,421
䎙,phjin,匹賓,臻開三平眞滂,421
𢣐,phjin,匹賓,臻開三平眞滂,421
𩰝,phjin,匹賓,臻開三平眞滂,421
頻,bjin,符眞,臻開三平眞並,422
蘋,bjin,符眞,臻開三平眞並,422
薲,bjin,符眞,臻開三平眞並,422
嬪,bjin,符眞,臻開三平眞並,422
㰋,bjin,符眞,臻開三平眞並,422
玭,bjin,符眞,臻開三平眞並,422
玭,ben,部田,山開四平先並,590
蠙,bjin,符眞,臻開三平眞並,422
蠙,ben,部田,山開四平先並,590
獱,bjin,符眞,臻開三平眞並,422
顰,bjin,符眞,臻開三平眞並,422
𧭹,bjin,符眞,臻開三平眞並,422
嚬,bjin,符眞,臻開三平眞並,422
𦇖,bjin,符眞,臻開三平眞並,422
𡤉,bjin,符眞,臻開三平眞並,422
銀,ngin,語巾,臻開三平眞疑,423
㹞,ngin,語巾,臻開三平眞疑,423
狺,ngin,語巾,臻開三平眞疑,423
狺,ngjɨn,語斤,臻開三平欣疑,468
䖜,ngin,語巾,臻開三平眞疑,423
檭,ngin,語巾,臻開三平眞疑,423
鄞,ngin,語巾,臻開三平眞疑,423
鄞,ngjɨn,語斤,臻開三平欣疑,468
圁,ngin,語巾,臻開三平眞疑,423
誾,ngin,語巾,臻開三平眞疑,423
訔,ngin,語巾,臻開三平眞疑,423
嚚,ngin,語巾,臻開三平眞疑,423
䓄,ngin,語巾,臻開三平眞疑,423
䓄,ngjɨn,語斤,臻開三平欣疑,468
珢,ngin,語巾,臻開三平眞疑,423
珢,kon,古痕,臻開一平痕見,503
珢,konH,古恨,臻開一去痕見,2629
䴦,ngin,語巾,臻開三平眞疑,423
䴦,ngjɨn,語斤,臻開三平欣疑,468
垠,ngin,語巾,臻開三平眞疑,423
垠,ngjɨn,語斤,臻開三平欣疑,468
垠,ngon,五根,臻開一平痕疑,506
𪛊,ngin,語巾,臻開三平眞疑,423
𪛊,ngjɨn,語斤,臻開三平欣疑,468
泿,ngin,語巾,臻開三平眞疑,423
泿,ngon,五根,臻開一平痕疑,506
巾,kin,居銀,臻開三平眞見,424
麏,kwin,居筠,臻合三平眞見,425
麇,kwin,居筠,臻合三平眞見,425
麕,kwin,居筠,臻合三平眞見,425
頵,kwin,居筠,臻合三平眞見,425
頵,'win,於倫,臻合三平眞影,431
莙,kwin,居筠,臻合三平眞見,425
莙,kjun,舉云,臻合三平文見,462
莙,gwinX,渠殞,臻合三上眞群,1479
汮,kwin,居筠,臻合三平眞見,425
汮,kwin,居勻,臻合三平諄見,449
筠,hwin,爲贇,臻合三平眞云,426
囩,hwin,爲贇,臻合三平眞云,426
縜,hwin,爲贇,臻合三平眞云,426
荺,hwin,爲贇,臻合三平眞云,426
荺,hwinX,于敏,臻合三上眞云,1483
囷,khwin,去倫,臻合三平眞溪,427
箘,khwin,去倫,臻合三平眞溪,427
箘,gwinX,渠殞,臻合三上眞群,1479
箟,khwin,去倫,臻合三平眞溪,427
輑,khwin,去倫,臻合三平眞溪,427
𧋕,khwin,去倫,臻合三平眞溪,427
峮,khwin,去倫,臻合三平眞溪,427
𡈋,khwin,去倫,臻合三平眞溪,427
𡈋,khwonX,苦本,臻合一上魂溪,1541
珉,min,武巾,臻開三平眞明,428
玟,min,武巾,臻開三平眞明,428
瑉,min,武巾,臻開三平眞明,428
碈,min,武巾,臻開三平眞明,428
岷,min,武巾,臻開三平眞明,428
罠,min,武巾,臻開三平眞明,428
閩,min,武巾,臻開三平眞明,428
閩,mjun,無分,臻合三平文明,455
緡,min,武巾,臻開三平眞明,428
䪸,min,武巾,臻開三平眞明,428
笢,min,武巾,臻開三平眞明,428
笢,mjinX,武盡,臻開三上眞明,1482
旻,min,武巾,臻開三平眞明,428
旼,min,武巾,臻開三平眞明,428
𤸅,min,武巾,臻開三平眞明,428
闅,min,武巾,臻開三平眞明,428
闅,mjin,彌鄰,臻開三平眞明,433
闅,mjun,無分,臻合三平文明,455
汶,min,武巾,臻開三平眞明,428
汶,mjun,無分,臻合三平文明,455
汶,mjunH,亡運,臻合三去文明,2579
㨉,min,武巾,臻開三平眞明,428
忞,min,武巾,臻開三平眞明,428
盿,min,武巾,臻開三平眞明,428
䁕,min,武巾,臻開三平眞明,428
䁕,mjin,彌鄰,臻開三平眞明,433
鍲,min,武巾,臻開三平眞明,428
𪃯,min,武巾,臻開三平眞明,428
鈱,min,武巾,臻開三平眞明,428
貧,bin,符巾,臻開三平眞並,429
𡧋,bin,符巾,臻開三平眞並,429
𪔗,'in,於巾,臻開三平眞影,430
鼘,'in,於巾,臻開三平眞影,430
鼘,'wen,烏玄,山合四平先影,591
贇,'win,於倫,臻合三平眞影,431
奫,'win,於倫,臻合三平眞影,431
蝹,'win,於倫,臻合三平眞影,431
蝹,'jun,於云,臻合三平文影,457
蝹,'awX,烏晧,效開一上豪影,1728
彬,pin,府巾,臻開三平眞幫,432
斌,pin,府巾,臻開三平眞幫,432
份,pin,府巾,臻開三平眞幫,432
份,bjunH,扶問,臻合三去文並,2587
玢,pin,府巾,臻開三平眞幫,432
豳,pin,府巾,臻開三平眞幫,432
邠,pin,府巾,臻開三平眞幫,432
汃,pin,府巾,臻開三平眞幫,432
汃,pheat,普八,山開二入山滂,3442
霦,pin,府巾,臻開三平眞幫,432
㻞,pin,府巾,臻開三平眞幫,432
攽,pin,府巾,臻開三平眞幫,432
虨,pin,府巾,臻開三平眞幫,432
虨,phin,普巾,臻開三平眞滂,451
虨,pean,方閑,山開二平山幫,563
砏,pin,府巾,臻開三平眞幫,432
砏,phin,普巾,臻開三平眞滂,451
砏,phjun,撫文,臻合三平文滂,463
民,mjin,彌鄰,臻開三平眞明,433
泯,mjin,彌鄰,臻開三平眞明,433
泯,mjinX,武盡,臻開三上眞明,1482
怋,mjin,彌鄰,臻開三平眞明,433
怋,mwon,莫奔,臻合一平魂明,486
諄,tsywin,章倫,臻合三平諄章,434
諄,tsywinH,之閏,臻合三去諄章,2572
惇,tsywin,章倫,臻合三平諄章,434
惇,twon,都昆,臻合一平魂端,490
𥇜,tsywin,章倫,臻合三平諄章,434
𥇜,tsywinH,之閏,臻合三去諄章,2572
肫,tsywin,章倫,臻合三平諄章,434
訰,tsywin,章倫,臻合三平諄章,434
訰,tsywinH,之閏,臻合三去諄章,2572
椿,trhwin,丑倫,臻合三平諄徹,435
楯,trhwin,丑倫,臻合三平諄徹,435
楯,zwin,詳遵,臻合三平諄邪,448
楯,zywinX,食尹,臻合三上諄船,1489
輴,trhwin,丑倫,臻合三平諄徹,435
䡅,trhwin,丑倫,臻合三平諄徹,435
鶞,trhwin,丑倫,臻合三平諄徹,435
杶,trhwin,丑倫,臻合三平諄徹,435
櫄,trhwin,丑倫,臻合三平諄徹,435
瑃,trhwin,丑倫,臻合三平諄徹,435
䣩,drwin,直倫,臻合三平諄澄,436
䣩,dzywin,常倫,臻合三平諄常,438
㡒,drwin,直倫,臻合三平諄澄,436
㡒,trwin,陟綸,臻合三平諄知,442
㡒,dwonX,徒損,臻合一上魂定,1537
荀,swin,相倫,臻合三平諄心,437
郇,swin,相倫,臻合三平諄心,437
郇,hwaen,戸關,山合二平刪匣,543
詢,swin,相倫,臻合三平諄心,437
眴,swin,相倫,臻合三平諄心,437
眴,nywin,如勻,臻合三平諄日,439
眴,sywinH,舒閏,臻合三去諄書,2576
眴,xwenH,許縣,山合四去先曉,2694
眴,hwenH,黃練,山合四去先匣,2695
峋,swin,相倫,臻合三平諄心,437
珣,swin,相倫,臻合三平諄心,437
𣓓,swin,相倫,臻合三平諄心,437
洵,swin,相倫,臻合三平諄心,437
洵,zwin,詳遵,臻合三平諄邪,448
恂,swin,相倫,臻合三平諄心,437
畇,swin,相倫,臻合三平諄心,437
畇,ywin,羊倫,臻合三平諄以,447
畇,zwin,詳遵,臻合三平諄邪,448
畇,den,徒年,山開四平先定,584
檈,swin,相倫,臻合三平諄心,437
檈,zjwen,似宣,山合三平仙邪,624
槆,swin,相倫,臻合三平諄心,437
姰,swin,相倫,臻合三平諄心,437
姰,hwenH,黃練,山合四去先匣,2695
㰬,swin,相倫,臻合三平諄心,437
純,dzywin,常倫,臻合三平諄常,438
純,tsywinX,之尹,臻合三上諄章,1484
蓴,dzywin,常倫,臻合三平諄常,438
蒓,dzywin,常倫,臻合三平諄常,438
醇,dzywin,常倫,臻合三平諄常,438
鶉,dzywin,常倫,臻合三平諄常,438
𦎧,dzywin,常倫,臻合三平諄常,438
陙,dzywin,常倫,臻合三平諄常,438
𢗋,dzywin,常倫,臻合三平諄常,438
𢗋,gjwieng,渠營,梗合三平清群,927
錞,dzywin,常倫,臻合三平諄常,438
錞,dwojX,徒猥,蟹合一上灰定,1431
錞,dwojH,徒對,蟹合一去灰定,2507
淳,dzywin,常倫,臻合三平諄常,438
𡗥,dzywin,常倫,臻合三平諄常,438
焞,dzywin,常倫,臻合三平諄常,438
犉,nywin,如勻,臻合三平諄日,439
𩀋,nywin,如勻,臻合三平諄日,439
瞤,nywin,如勻,臻合三平諄日,439
脣,zywin,食倫,臻合三平諄船,440
漘,zywin,食倫,臻合三平諄船,440
滣,zywin,食倫,臻合三平諄船,440
䔚,zywin,食倫,臻合三平諄船,440
㸪,zywin,食倫,臻合三平諄船,440
㸪,zwin,詳遵,臻合三平諄邪,448
紃,zywin,食倫,臻合三平諄船,440
紃,zwin,詳遵,臻合三平諄邪,448
淪,lwin,力迍,臻合三平諄來,441
倫,lwin,力迍,臻合三平諄來,441
論,lwin,力迍,臻合三平諄來,441
論,lwon,盧昆,臻合一平魂來,497
論,lwonH,盧困,臻合一去魂來,2624
䑳,lwin,力迍,臻合三平諄來,441
輪,lwin,力迍,臻合三平諄來,441
陯,lwin,力迍,臻合三平諄來,441
鯩,lwin,力迍,臻合三平諄來,441
蜦,lwin,力迍,臻合三平諄來,441
蜦,lejH,郎計,蟹開四去齊來,2380
棆,lwin,力迍,臻合三平諄來,441
綸,lwin,力迍,臻合三平諄來,441
綸,kwean,古頑,山合二平山見,555
惀,lwin,力迍,臻合三平諄來,441
惀,lwonX,盧本,臻合一上魂來,1542
侖,lwin,力迍,臻合三平諄來,441
踚,lwin,力迍,臻合三平諄來,441
掄,lwin,力迍,臻合三平諄來,441
掄,lwon,盧昆,臻合一平魂來,497
䈁,lwin,力迍,臻合三平諄來,441
圇,lwin,力迍,臻合三平諄來,441
屯,trwin,陟綸,臻合三平諄知,442
屯,dwon,徒渾,臻合一平魂定,492
窀,trwin,陟綸,臻合三平諄知,442
窀,dwon,徒渾,臻合一平魂定,492
窀,dwean,墜頑,山合二平山定,568
迍,trwin,陟綸,臻合三平諄知,442
逡,tshwin,七倫,臻合三平諄清,443
竣,tshwin,七倫,臻合三平諄清,443
皴,tshwin,七倫,臻合三平諄清,443
